Precio,Habitaciones,Baños,Parqueos,Sector,Condicion,Uso Actual,mt2,Piso/Nivel,Ascensor,Edificable,Agno Construccion,Planta Electrica,Seguridad 24 Horas,Control de Acceso,Piscina,Gimnasio,Medio baño
1300.0,2,2,2, Renacimiento,Nueva,Residencial,150.5397022332506,4,True,False,2023,False,True,True,True,False,False
1300.0,2,2,2, Renacimiento,Nueva,Residencial,114.0,10,True,False,2023,True,True,True,True,True,True
1400.0,2,2,2, Evaristo Morales,Segundo Uso,Residencial,126.0,5,True,False,2022,True,False,True,False,True,True
1400.0,2,2,2, Evaristo Morales,Segundo Uso,Residencial,126.0,5,True,False,2022,True,True,True,False,True,True
1150.0,2,2,1, Evaristo Morales,Nueva,Residencial,150.5397022332506,5,True,False,2022,True,True,True,False,True,False
1200.0,2,2,2, Serrallés,Segundo Uso,Residencial,150.5397022332506,7,True,False,2021,True,True,False,False,False,True
1150.0,1,2,1, Piantini,Segundo Uso,Residencial,60.0,4,True,False,2021,True,True,True,True,True,False
1200.0,1,1,1, Bella Vista Sur,Nueva,Residencial,63.0,8,True,False,2024,True,True,True,True,True,True
1200.0,2,2,2, La Esperilla,Segundo Uso,Residencial,133.0,3,True,False,2021,False,True,False,True,False,False
1300.0,1,1,1, Piantini,Segundo Uso,Residencial,150.5397022332506,4,True,False,2021,True,True,True,True,True,True
1050.0,3,2,2, Julieta Morales,Segundo Uso,Residencial,150.5397022332506,3,False,False,2023,False,False,False,False,False,False
1200.0,3,3,2, Evaristo Morales,Segundo Uso,Residencial,155.0,5,True,False,2022,True,True,True,False,False,True
1250.0,2,2,1, Urbanización Fernández,Nueva,Residencial,70.0,4,True,False,2020,True,True,True,True,True,False
1250.0,1,1,1, Los Jardines del Sur,Nueva,Residencial,121.0,7,True,False,2023,True,True,True,False,True,True
1650.0,3,2,2, Malecón,Segundo Uso,Residencial,140.0,14,True,False,2019,True,True,True,True,True,True
1100.0,2,2,2, Zona Universitaria,Nueva,Residencial,150.5397022332506,6,True,False,2024,False,False,False,True,False,False
900.0,1,1,1, Los Jardines del Sur,Nueva,Residencial,115.0,2,True,False,2023,True,True,True,False,True,True
1300.0,1,1,1, Bella Vista,Segundo Uso,Residencial,88.0,5,True,False,2019,True,True,True,True,True,True
1200.0,1,1,1, La Esperilla,Nueva,Mixto,75.0,4,True,False,2021,False,True,False,True,True,True
900.0,1,2,1, Evaristo Morales,Nueva,Residencial,70.0,9,True,False,2022,False,False,False,True,False,False
1100.0,1,1,1, Bella Vista Sur,Nueva,Residencial,150.5397022332506,10,True,False,2024,True,True,True,True,True,True
1100.0,1,1,1, La Esperilla,Segundo Uso,Residencial,150.5397022332506,6,True,False,2021,True,True,False,True,True,True
1500.0,1,1,1, Piantini,Nueva,Residencial,74.0,5,True,False,2021,False,False,False,False,True,False
1000.0,2,2,2, El Millón,Nueva,Residencial,125.0,4,True,False,2023,True,True,True,True,True,True
1100.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,54.0,5,True,False,2022,True,False,True,True,True,True
1100.0,1,1,1, Evaristo Morales,Nueva,Residencial,70.0,9,True,False,2024,True,True,True,True,True,True
1200.0,1,1,1, Evaristo Morales,Nueva,Residencial,65.0,5,True,False,2022,True,True,True,True,True,True
1400.0,1,1,2, El Vergel,Segundo Uso,Residencial,82.0,4,True,False,2018,True,True,True,True,True,True
1500.0,1,1,2, El Vergel,Segundo Uso,Residencial,80.0,6,True,False,2018,True,True,True,True,True,True
1000.0,1,2,1, Mirador Norte,Nueva,Residencial,85.0,2,True,False,2023,True,True,True,True,True,True
1300.0,1,1,1, Serrallés,Nueva,Residencial,78.0,3,True,False,2021,True,True,True,True,True,True
1350.0,1,1,1, La Esperilla,Segundo Uso,Residencial,70.0,6,True,False,2021,True,True,True,True,False,True
1100.0,1,1,1, Serrallés,Nueva,Residencial,52.0,3,True,False,2024,True,True,True,True,True,True
1350.0,1,1,1, Mirador Norte,Segundo Uso,Residencial,72.0,6,True,False,2023,True,True,True,True,True,True
1100.0,1,1,1, Serrallés,Nueva,Residencial,78.0,3,True,False,2021,True,True,False,True,True,True
1750.0,2,2,1, Malecón,Segundo Uso,Residencial,124.0,3,True,False,2019,True,False,True,True,True,False
1400.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,71.0,5,True,False,2022,True,True,True,True,True,True
1200.0,1,1,1, Evaristo Morales,Nueva,Residencial,46.0,6,True,False,2022,True,True,True,True,True,False
995.0,1,1,2, Piantini,Segundo Uso,Residencial,92.0,5,True,False,2021,True,False,True,False,False,True
1000.0,2,2,1, El Millón,Segundo Uso,Residencial,90.0,4,True,False,2022,True,True,False,False,True,False
1000.0,2,2,1, El Millón,Nueva,Mixto,90.0,7,False,False,2022,False,False,False,False,True,False
1300.0,1,1,1, Bella Vista,Segundo Uso,Residencial,87.0,5,True,False,2017,True,True,True,True,True,True
10639.999999999985,1,1,1, Piantini,Segundo Uso,Residencial,62.0,10,True,False,2021,False,True,True,False,True,True
1300.0,1,2,1, Serrallés,Segundo Uso,Residencial,150.5397022332506,7,False,False,2021,False,False,False,True,False,False
850.0,1,1,1, Renacimiento,Segundo Uso,Residencial,90.0,2,False,False,2023,False,True,True,False,False,True
1100.0,1,1,1, Ensanche Naco,Segundo Uso,Residencial,101.0,6,True,False,2023,True,True,True,False,False,True
950.0,1,1,2, Evaristo Morales,Segundo Uso,Residencial,54.0,10,True,False,2022,False,False,True,True,True,True
1300.0,1,1,2, La Esperilla,Segundo Uso,Residencial,150.5397022332506,6,True,False,2021,True,True,False,True,True,True
1200.0,1,1,2, Piantini,Segundo Uso,Residencial,72.0,4,True,False,2021,True,True,True,True,True,False
1200.0,1,1,1, Bella Vista,Nueva,Residencial,72.0,2,True,False,2024,True,True,True,True,False,False
1200.0,1,2,1, Serrallés,Segundo Uso,Residencial,80.0,7,True,False,2021,True,True,True,True,True,False
1200.0,1,1,1, Piantini,Segundo Uso,Residencial,70.0,5,True,False,2021,True,True,True,True,True,True
1100.0,1,1,1, Serrallés,Segundo Uso,Residencial,150.5397022332506,7,True,False,2021,True,True,False,True,True,True
1200.0,1,1,1, Piantini,Remodelada,Residencial,70.0,4,True,False,2021,True,True,True,True,True,True
1250.0,1,1,1, Piantini,Nueva,Residencial,61.0,8,True,False,2023,True,True,True,True,True,True
1200.0,3,2,2, Malecón,Nueva,Residencial,94.0,4,True,False,2017,True,True,True,True,True,False
1200.0,1,1,1, Piantini,Segundo Uso,Residencial,75.0,2,True,False,2021,True,True,False,False,True,True
1200.0,1,1,1, Piantini,Nueva,Mixto,45.72,2,True,False,2021,False,False,False,True,True,False
1300.0,1,1,1, Bella Vista Norte,Segundo Uso,Residencial,60.0,4,True,False,2023,True,True,True,True,True,False
1200.0,1,2,1, Piantini,Nueva,Mixto,150.5397022332506,5,True,False,2021,True,False,False,True,False,False
900.0,2,2,2, Evaristo Morales,Nueva,Residencial,107.0,7,True,False,2022,True,True,False,True,False,False
1200.0,1,1,1, Piantini,Segundo Uso,Residencial,87.0,8,True,False,2018,True,True,True,True,True,True
950.0,1,1,1, Bella Vista Norte,Segundo Uso,Residencial,60.0,4,True,False,2023,True,False,True,True,False,False
950.0,1,1,1, Bella Vista Norte,Nueva,Residencial,60.0,6,True,False,2024,True,True,True,True,True,False
900.0,1,1,1, La Esperilla,Segundo Uso,Residencial,102.0,5,True,False,2021,True,True,True,True,True,False
850.0,1,1,1, Piantini,Nueva,Residencial,68.0,5,False,False,2021,False,False,False,True,False,True
1200.0,1,1,1, Bella Vista,Nueva,Residencial,54.0,5,True,False,2024,True,True,True,True,True,False
850.0,1,1,1, Evaristo Morales,Nueva,Residencial,55.0,8,True,False,2020,True,True,True,True,True,True
950.0,1,1,1, Evaristo Morales,Nueva,Residencial,62.0,5,True,True,2021,True,True,True,True,True,True
950.0,1,1,1, Evaristo Morales,Nueva,Residencial,62.0,5,True,False,2023,True,False,True,True,False,True
800.0,1,1,1, Piantini,Nueva,Residencial,70.0,5,True,False,2022,False,False,False,True,False,True
1150.0,1,1,1, Malecón,Segundo Uso,Residencial,60.0,24,True,False,2019,True,True,True,True,True,False
990.0,1,1,1, Mirador Norte,Segundo Uso,Residencial,68.0,3,True,False,2023,True,True,True,True,True,False
950.0,1,1,1, Evaristo Morales,Nueva,Residencial,53.0,2,True,False,2023,True,True,True,False,True,True
850.0,1,1,2, La Esperilla,Nueva,Residencial,100.0,5,True,False,2018,True,True,False,False,True,True
1000.0,1,1,1, Urb. Real,Segundo Uso,Residencial,50.0,5,True,False,2023,True,True,True,True,True,True
1500.0,2,2,1, Renacimiento,Segundo Uso,Residencial,100.0,7,True,False,2021,True,True,True,True,True,False
1000.0,1,1,1, La Julia,En Construcción,Residencial,69.0,4,True,False,2024,True,True,True,True,True,True
900.0,2,2,2, Buenos Aires del Mirador,Segundo Uso,Residencial,84.0,4,True,False,2023,True,True,False,False,False,False
1000.0,1,1,2, Zona Universitaria,Nueva,Residencial,150.5397022332506,5,True,False,2024,True,True,False,False,False,False
850.0,1,1,1, Zona Universitaria,Nueva,Residencial,64.0,4,False,False,2024,True,True,False,False,False,False
1000.0,1,1,1, Zona Universitaria,Nueva,Residencial,60.0,4,True,False,2024,True,True,False,False,False,False
850.0,1,1,1, Malecón,Segundo Uso,Residencial,70.0,14,True,False,2019,True,True,False,True,True,False
850.0,1,1,1, Malecón,Segundo Uso,Residencial,53.0,14,True,False,2019,True,False,False,True,True,False
650.0,1,1,1,  Arroyo Hondo Viejo,Segundo Uso,Residencial,83.0,2,True,False,2024,True,True,False,False,False,True
950.0,1,1,1, Malecón,Segundo Uso,Residencial,53.0,20,True,False,2019,True,True,False,True,True,False
916.6666666666666,1,1,1, Bella Vista,Segundo Uso,Residencial,150.5397022332506,5,True,False,2023,False,False,False,False,False,False
583.3333333333334,2,1,1, Bella Vista,Segundo Uso,Residencial,80.0,5,False,False,2023,False,True,True,False,False,False
750.0,1,1,1, Ensanche Naco,Nueva,Residencial,49.0,4,True,False,2023,True,True,False,True,True,False
1300.0,1,1,1, Evaristo Morales,Nueva,Residencial,150.5397022332506,5,True,False,2022,False,True,False,False,False,False
750.0,1,1,1, Ensanche Naco,Nueva,Residencial,75.0,4,True,False,2024,True,True,False,True,True,False
750.0,3,2,2, Ciudad Real II,Segundo Uso,Residencial,83.0,2,False,False,2023,True,True,True,False,False,False
493.0,1,1,2, Gazcue,Segundo Uso,Residencial,45.72,2,False,False,2022,False,False,False,False,False,False
3000.0,3,3,2, Enriquillo,Segundo Uso,Residencial,150.5397022332506,5,True,False,2023,True,True,True,True,True,True
3000.0,3,4,2, Bella Vista,Nueva,Residencial,158.0,7,True,False,2023,True,True,True,True,True,True
2800.0,2,2,2, Piantini,Nueva,Residencial,147.0,10,True,False,2022,True,True,False,True,True,False
2700.0,2,2,2, Piantini,Segundo Uso,Residencial,191.0,5,True,False,2021,True,True,False,True,True,True
2600.0,2,2,2, Bella Vista,Segundo Uso,Residencial,150.5397022332506,6,True,False,2023,True,False,False,True,True,True
2500.0,3,3,2, Bella Vista,Segundo Uso,Residencial,300.0,2,True,False,2023,True,True,True,False,False,True
2500.0,3,3,2, Los Cacicazgos,Segundo Uso,Residencial,237.0,4,True,False,2014,True,True,True,True,True,True
2500.0,2,2,3, Piantini,Segundo Uso,Residencial,170.0,5,True,False,2021,True,True,False,True,False,True
2400.0,3,3,2, Bella Vista,Nueva,Residencial,143.0,5,True,False,2023,True,True,True,True,True,True
2200.0,3,3,2, Bella Vista,Segundo Uso,Residencial,225.0,6,True,False,2023,True,True,True,False,False,True
2000.0,3,3,2, Gazcue,Segundo Uso,Residencial,150.5397022332506,3,True,False,2022,True,True,False,True,True,False
2000.0,3,2,2, Piantini,Segundo Uso,Comercial,185.0,2,False,False,2021,False,True,True,False,False,True
1900.0,3,3,2, La Esperilla,Segundo Uso,Residencial,229.0,2,True,False,2021,True,True,True,False,False,True
1600.0,3,3,2, Ensanche Naco,Segundo Uso,Residencial,190.0,6,True,False,2023,False,False,True,False,False,True
1500.0,3,2,2, El Millón,Segundo Uso,Residencial,150.5397022332506,7,True,False,2022,True,False,False,False,True,True
1500.0,3,2,2, Urb. Real,Segundo Uso,Residencial,150.5397022332506,6,False,False,2023,False,False,False,False,False,False
1450.0,3,3,2, Evaristo Morales,Nueva,Residencial,150.5397022332506,4,True,False,2022,False,False,False,False,False,True
1300.0,2,2,2, La Esperilla,Nueva,Residencial,110.0,9,True,False,2023,True,True,True,True,True,True
1300.0,3,2,2, Ensanche Paraíso,Segundo Uso,Residencial,173.0,5,True,False,2020,True,True,True,True,True,True
1300.0,3,2,2, Piantini,Segundo Uso,Residencial,145.0,7,True,False,2021,False,False,False,False,True,False
1200.0,2,2,2, Bella Vista,Nueva,Residencial,115.0,2,True,False,2023,True,True,True,True,False,True
1000.0,2,2,2, El Millón,Segundo Uso,Residencial,150.5397022332506,4,True,False,2022,False,True,True,True,False,True
1200.0,1,1,1, Bella Vista,Segundo Uso,Residencial,150.5397022332506,5,True,False,2023,True,False,False,True,True,False
1000.0,2,2,2, El Millón,Nueva,Residencial,94.0,2,True,False,2024,True,True,False,False,True,True
950.0,1,1,1, Gazcue,Segundo Uso,Residencial,70.0,3,True,False,2022,True,True,True,False,True,True
900.0,3,2,1, Los Cacicazgos,Segundo Uso,Residencial,150.0,2,True,False,1990,False,False,False,False,False,True
800.0,1,2,1, Bella Vista,Nueva,Residencial,68.0,5,True,False,2023,True,True,False,True,True,False
800.0,1,1,1, Bella Vista,Nueva,Residencial,150.5397022332506,5,True,False,2024,True,True,True,True,True,True
1200.0,3,2,2, Los Restauradores,Segundo Uso,Residencial,140.0,5,True,False,2020,True,False,False,False,True,True
900.0,1,1,1, Renacimiento,Nueva,Residencial,60.0,4,True,False,2023,True,True,True,True,True,True
493.0,1,1,1, Urbanización Fernández,Segundo Uso,Residencial,50.0,4,False,False,2020,False,False,False,False,False,False
2000.0,2,2,1, Los Cacicazgos,Segundo Uso,Residencial,90.0,6,True,False,2023,True,True,True,True,True,False
950.0,3,2,2, Buenos Aires del Mirador,Segundo Uso,Residencial,130.0,3,True,False,2023,True,True,True,False,False,True
833.3333333333334,3,3,2, Bella Vista Norte,Nueva,Residencial,142.0,3,True,False,2023,True,True,True,False,False,True
1300.0,3,3,2, Evaristo Morales,Segundo Uso,Residencial,180.0,3,True,False,2022,False,False,False,False,False,True
1050.0,2,2,2, Ensanche Naco,Nueva,Residencial,155.0,6,True,False,2022,True,True,True,True,True,True
850.0,1,1,1, Zona Universitaria,Nueva,Residencial,150.5397022332506,8,True,False,2024,False,False,True,True,True,True
1000.0,2,2,2, Ensanche Naco,Segundo Uso,Residencial,150.0,3,True,False,2023,True,True,False,False,False,True
1400.0,2,2,2, Piantini,Segundo Uso,Residencial,126.0,3,True,False,2015,True,True,True,True,True,True
890.0,1,1,1, Bella Vista Sur,Nueva,Mixto,81.0,3,True,False,2024,True,True,True,True,True,True
900.0,1,1,2, Los Cacicazgos,Segundo Uso,Residencial,86.0,5,True,False,2014,True,True,True,False,True,True
1000.0,2,2,2, El Millón,Segundo Uso,Residencial,94.0,4,True,False,2022,True,True,False,False,True,True
800.0,1,1,1, Ensanche Naco,Nueva,Residencial,45.72,5,True,False,2024,True,True,False,True,True,False
2300.0,1,1,1, Urb. Real,Segundo Uso,Residencial,150.5397022332506,6,True,False,2023,True,True,True,True,True,False
950.0,1,1,1, Serrallés,Segundo Uso,Residencial,75.0,7,True,False,2022,False,True,True,False,True,True
2800.0,3,3,3, Urb. Real,Segundo Uso,Residencial,225.0,2,True,False,2023,True,True,False,True,True,True
995.0,2,2,1, Bella Vista Sur,Segundo Uso,Residencial,100.0,2,False,False,2000,False,False,False,False,False,True
1000.0,2,2,2, El Millón,Nueva,Residencial,94.0,4,True,False,2022,True,True,False,False,True,True
2000.0,3,3,2, Serrallés,Segundo Uso,Residencial,150.5397022332506,5,True,False,2021,True,False,False,False,False,True
4000.0,3,3,3, Los Cacicazgos,Nueva,Residencial,330.0,6,True,False,2023,True,True,False,True,True,True
1800.0,2,2,2, Piantini,Segundo Uso,Residencial,108.0,5,True,False,2021,False,False,False,True,False,False
1350.0,1,1,1, Piantini,Nueva,Residencial,150.5397022332506,5,True,False,2021,False,False,False,True,True,False
1150.0,3,2,2, Bella Vista,Segundo Uso,Residencial,167.0,5,True,False,2023,False,False,False,False,False,True
1950.0,3,3,2, Gazcue,Segundo Uso,Residencial,191.0,4,True,False,2015,True,True,True,True,False,True
780.0,1,2,2, Gazcue,Nueva,Residencial,169.0,3,False,False,2022,False,True,False,False,False,False
850.0,1,2,2, Gazcue,Nueva,Residencial,167.0,3,True,False,2022,False,False,False,True,True,False
800.0,1,1,1, Serrallés,Segundo Uso,Residencial,65.0,4,False,False,2021,False,False,False,False,False,True
700.0,2,1,1, Ensanche Naco,Segundo Uso,Residencial,98.0,4,True,False,2023,False,False,False,False,False,False
916.6666666666666,3,2,1, Bella Vista,Segundo Uso,Residencial,135.0,2,False,False,2023,False,False,False,False,False,False
1150.0,3,2,2, Bella Vista,Nueva,Mixto,167.0,5,True,False,2023,True,False,False,False,False,True
1300.0,1,1,1, Ensanche Naco,Segundo Uso,Residencial,80.0,6,True,False,2023,True,True,False,True,True,True
808.3333333333334,3,2,2, Evaristo Morales,Segundo Uso,Residencial,170.0,3,True,False,2022,False,False,False,False,False,True
950.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,91.0,4,False,False,2022,False,False,False,True,False,True
700.0,1,1,1, Ensanche Quisqueya,Nueva,Residencial,150.5397022332506,5,True,False,2023,True,True,True,True,True,True
816.6666666666666,3,2,3, El Millón,Segundo Uso,Comercial,140.0,4,False,False,2022,False,True,False,False,False,False
493.0,2,1,1, Av. Independencia,Segundo Uso,Residencial,110.0,4,False,False,2023,False,False,True,False,False,True
900.0,1,1,1, El Millón,Segundo Uso,Residencial,75.0,5,True,False,2022,True,True,True,True,False,True
1200.0,1,1,1, Bella Vista,Nueva,Residencial,84.0,5,True,False,2023,False,False,False,True,False,True
583.3333333333334,2,2,1, Los Jardines del Sur,Segundo Uso,Residencial,90.0,3,False,False,2023,False,False,False,False,False,False
500.0,2,1,2, Miramar,Segundo Uso,Residencial,110.0,4,False,False,2021,False,False,False,False,False,True
1300.0,3,2,2, Mirador Norte,Segundo Uso,Residencial,135.0,5,True,False,2023,True,True,False,False,False,True
1200.0,2,2,2, Gazcue,Nueva,Residencial,150.5397022332506,3,True,False,2022,False,False,False,False,True,True
700.0,1,1,1, Los Rios,Nueva,Residencial,60.0,2,True,False,2024,True,True,True,True,True,True
1100.0,2,2,2, Bella Vista,Nueva,Residencial,98.0,5,True,False,2023,True,True,True,True,True,True
900.0,1,1,1, Zona Universitaria,Segundo Uso,Residencial,63.0,5,True,False,2024,True,True,True,True,True,True
1200.0,3,2,2, La Esperilla,Segundo Uso,Residencial,169.0,4,True,False,2021,True,True,True,False,False,False
2750.0,3,2,2, Av. Anacaona,Segundo Uso,Residencial,170.0,11,True,False,2020,False,False,False,False,False,True
1000.0,2,2,2, Zona Universitaria,Nueva,Residencial,150.5397022332506,5,True,False,2024,True,False,True,True,True,True
2000.0,3,3,3, Ensanche Naco,Segundo Uso,Residencial,269.0,8,True,False,2023,True,False,False,False,False,True
1000.0,1,1,1, Zona Universitaria,Nueva,Residencial,63.0,7,True,False,2024,True,True,True,False,True,True
1400.0,2,2,2, La Esperilla,Nueva,Residencial,128.0,3,True,False,2024,True,False,True,True,False,True
500.0,2,1,1, Av. Independencia,Segundo Uso,Residencial,110.0,4,False,False,2023,False,False,True,False,False,True
850.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,68.0,8,True,False,2022,True,True,False,True,True,True
1550.0,2,2,2, Gazcue,Nueva,Residencial,159.0,2,True,False,2023,True,True,False,True,True,True
850.0,1,1,2, Evaristo Morales,Segundo Uso,Residencial,96.0,5,True,False,2022,True,True,True,True,True,True
1300.0,3,3,2, Evaristo Morales,Nueva,Residencial,220.0,2,True,False,2022,True,True,True,False,False,True
850.0,1,1,1, Zona Universitaria,Nueva,Residencial,65.0,4,True,False,2021,True,True,False,False,False,True
2500.0,3,3,1, Evaristo Morales,Nueva,Residencial,200.0,5,True,False,2022,False,True,False,False,True,True
1300.0,3,2,2, El Millón,Segundo Uso,Residencial,150.5397022332506,5,False,False,2022,False,False,False,True,False,True
1000.0,2,2,2, Zona Universitaria,Nueva,Residencial,94.0,5,True,False,2024,True,True,False,False,True,False
1750.0,3,3,3, Evaristo Morales,Nueva,Residencial,179.0,5,True,False,2022,True,False,False,True,True,True
4500.0,3,3,3, Los Cacicazgos,Segundo Uso,Residencial,241.0,25,True,False,2017,True,False,True,True,True,True
1150.0,3,2,2, Bella Vista,Segundo Uso,Residencial,167.0,5,True,False,2023,True,True,True,False,False,True
1200.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,47.0,2,True,False,2022,True,False,False,True,True,True
1000.0,2,2,2, Los Prados,Nueva,Residencial,150.5397022332506,4,True,False,2013,True,True,False,False,False,True
1550.0,2,2,2, Mirador Sur,Nueva,Residencial,110.0,7,True,False,2024,True,True,False,True,True,True
1300.0,2,2,2, La Esperilla,Segundo Uso,Residencial,150.5397022332506,6,True,False,2021,True,False,False,False,True,True
1550.0,2,2,2, La Esperilla,Segundo Uso,Residencial,110.0,7,True,False,2019,True,True,True,False,True,False
1300.0,1,1,1, Piantini,Segundo Uso,Residencial,74.0,4,True,False,2021,True,False,False,False,True,True
1300.0,1,1,1, Evaristo Morales,Segundo Uso,Mixto,72.0,4,True,False,2023,True,True,True,True,True,True
1300.0,2,2,2, Los Cacicazgos,Segundo Uso,Residencial,137.0,6,True,False,2023,True,True,True,False,True,True
1000.0,1,1,1, Ensanche Naco,Nueva,Residencial,60.0,14,True,False,2024,False,True,True,True,True,False
850.0,3,2,1, Bella Vista Norte,Segundo Uso,Residencial,85.0,4,False,False,2023,False,False,False,False,False,False
1200.0,3,2,1, Los Jardines del Sur,Segundo Uso,Residencial,125.0,3,True,False,2017,False,False,False,False,False,True
1000.0,1,1,1, La Esperilla,Segundo Uso,Residencial,62.0,6,True,False,2021,True,True,True,False,True,True
2100.0,3,3,2, Serrallés,Segundo Uso,Residencial,150.5397022332506,8,True,False,2021,True,True,False,False,False,True
1500.0,3,2,2, Gazcue,Segundo Uso,Residencial,120.0,3,True,False,2022,True,True,False,True,False,True
1300.0,2,2,2, Gazcue,Segundo Uso,Residencial,105.0,3,True,False,2022,True,True,True,False,True,False
2500.0,3,3,2, Bella Vista Sur,Segundo Uso,Residencial,265.0,10,True,False,2024,True,True,True,True,True,True
4300.0,3,3,2, Los Cacicazgos,Remodelada,Residencial,265.0,27,True,False,2023,True,True,True,True,True,True
1300.0,2,2,2, Los Cacicazgos,Segundo Uso,Residencial,137.0,4,True,False,2023,False,False,False,False,False,True
750.0,3,2,1, Av. República de Colombia,Segundo Uso,Residencial,110.0,1,False,False,2023,False,False,False,False,False,False
1500.0,2,2,1, Ciudad Colonial,Remodelada,Residencial,80.0,2,False,False,2023,False,False,False,False,False,False
1200.0,2,3,2, El Millón,Remodelada,Residencial,150.0,1,True,False,2018,True,True,True,False,False,True
900.0,1,1,1, Zona Universitaria,Remodelada,Residencial,63.0,5,False,False,2024,True,False,False,False,False,True
3000.0,3,3,2, Los Cacicazgos,Segundo Uso,Residencial,150.5397022332506,6,True,False,2023,False,False,False,True,False,True
1100.0,2,2,2, Bella Vista,Nueva,Residencial,98.0,5,False,False,2023,True,False,False,False,False,True
575.0,1,1,2, Zona Universitaria,Segundo Uso,Residencial,150.5397022332506,1,False,False,2024,False,False,True,False,False,False
1800.0,2,2,1, Bella Vista,Segundo Uso,Residencial,178.0,2,False,False,2023,False,True,False,True,False,True
1400.0,1,1,1, Piantini,Segundo Uso,Residencial,73.0,5,True,False,2020,False,False,False,True,False,True
1900.0,3,2,2, Ciudad Colonial,Segundo Uso,Residencial,123.0,1,False,False,2023,True,False,True,False,False,False
1700.0,3,3,2, Mirador Norte,Segundo Uso,Residencial,386.0,2,True,False,2023,False,True,False,True,True,True
1300.0,1,2,1, Serrallés,Segundo Uso,Residencial,88.0,8,True,False,2021,False,False,False,True,False,False
493.0,1,1,1, Las Colinas de Los Rios,Segundo Uso,Residencial,75.0,3,False,False,2023,False,False,False,False,False,False
1100.0,1,1,2, Evaristo Morales,Segundo Uso,Residencial,150.5397022332506,5,True,False,2022,False,False,False,True,False,True
1200.0,1,1,2, Piantini,Segundo Uso,Comercial,46.0,2,False,False,2021,True,True,False,False,False,True
900.0,1,1,1, Zona Universitaria,Segundo Uso,Residencial,63.0,1,True,False,2024,True,True,False,False,True,True
2000.0,3,3,2, Los Cacicazgos,Segundo Uso,Residencial,200.0,4,True,False,2023,True,True,True,False,True,True
990.0,1,1,1, Serrallés,Segundo Uso,Residencial,70.0,7,True,False,2021,False,True,False,True,True,True
1700.0,2,2,2, Los Cacicazgos,Segundo Uso,Residencial,141.0,7,True,False,2023,True,True,True,False,True,True
950.0,1,1,1, El Vergel,Segundo Uso,Residencial,50.0,6,True,False,2018,True,True,True,False,True,True
900.0,3,2,2, Av. Cayetano Germosén,Nueva,Residencial,120.0,3,True,False,2024,True,True,True,True,True,False
900.0,5,5,4, Piantini,Segundo Uso,Residencial,150.5397022332506,5,False,False,2021,False,False,False,False,False,True
1100.0,2,2,2, Bella Vista,Segundo Uso,Residencial,98.0,2,True,False,2023,True,True,False,True,True,True
2900.0,3,3,2, Av. Anacaona,Segundo Uso,Residencial,275.0,3,True,False,2020,True,True,True,True,False,True
1300.0,2,2,2, Bella Vista,Nueva,Residencial,130.0,2,True,False,2024,True,True,False,True,True,True
500.0,1,1,1, Gazcue,Segundo Uso,Residencial,45.72,1,False,False,2022,False,False,False,False,False,False
850.0,3,2,1, Bella Vista,Nueva,Residencial,150.0,5,False,False,2023,False,False,False,False,False,False
3500.0,3,3,2, Los Cacicazgos,Segundo Uso,Residencial,215.0,11,True,False,2010,True,True,False,False,False,False
1200.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,150.5397022332506,2,True,False,2022,True,True,False,True,True,True
2600.0,2,3,2, Bella Vista,Segundo Uso,Residencial,220.0,5,True,False,2023,True,True,True,True,True,False
833.3333333333334,3,2,1, Bella Vista Norte,Remodelada,Residencial,150.0,1,False,False,2023,False,False,True,False,False,False
833.3333333333334,3,3,2, Bella Vista Norte,Nueva,Residencial,130.0,3,True,False,2023,True,True,False,False,False,True
1200.0,1,1,1, Evaristo Morales,Segundo Uso,Residencial,150.5397022332506,2,True,False,2022,True,False,True,True,True,True
750.0,2,2,1, Evaristo Morales,Segundo Uso,Residencial,130.0,1,False,False,2022,False,False,False,False,False,False
1000.0,3,2,2, La Julia,Segundo Uso,Residencial,180.0,3,False,False,2021,False,False,False,False,False,True
1450.0,3,3,2, Los Cacicazgos,Segundo Uso,Residencial,170.0,2,True,False,2023,True,True,True,False,False,True
3500.0,3,3,3, Ensanche Paraíso,Segundo Uso,Residencial,195.0,5,True,False,2020,True,True,True,True,False,True
1000.0,2,2,1, Evaristo Morales,Segundo Uso,Residencial,115.0,5,True,False,2022,True,True,False,False,False,False
1800.0,2,2,2, Piantini,Segundo Uso,Residencial,108.0,5,True,False,2021,True,True,True,True,True,False
1200.0,2,2,2, Serrallés,Segundo Uso,Residencial,100.0,7,True,False,2021,True,True,False,False,False,True
1600.0,2,2,2, Ensanche Naco,Segundo Uso,Residencial,143.0,9,True,False,2023,True,True,False,True,True,True
1150.0,1,1,1, Piantini,Nueva,Residencial,85.0,5,True,False,2021,True,False,False,False,False,True
1100.0,2,2,2, Bella Vista Norte,Nueva,Residencial,98.0,5,True,False,2024,True,True,True,True,True,True
