iter	RMSE
232	0.4368754762
233	0.436084541
234	0.4359367812
235	0.435793599
236	0.4348002848
237	0.434060593
238	0.4339141457
239	0.4337726483
240	0.4335837696
241	0.433463012
242	0.4325498309
243	0.4324349785
244	0.4317565318
245	0.4316497279
246	0.4305690788
247	0.4301464425
248	0.4300265472
249	0.429211117
250	0.4290997295
251	0.4289957996
252	0.4282660441
253	0.427674488
254	0.426952956
255	0.4268495415
256	0.4260531698
257	0.4252106653
258	0.4244429017
259	0.4243270687
260	0.4236032156
261	0.4230885387
262	0.4223397781
263	0.4218685821
264	0.4214935033
265	0.421393527
266	0.4205516684
267	0.4197488902
268	0.4196467529
269	0.418556174
270	0.4184057221
271	0.4180241192
272	0.4171982539
273	0.4168255373
274	0.4167261104
275	0.4166204793
276	0.4160726394
277	0.4156316131
278	0.4155473761
279	0.4154569824
280	0.4151063623
281	0.4146442624
282	0.414563203
283	0.4144795362
284	0.4137091388
285	0.4131099569
286	0.4125390759
287	0.412460995
288	0.4115658732
289	0.411480215
290	0.4106924926
291	0.4101688057
292	0.4097219117
293	0.409399788
294	0.4087452294
295	0.4084093068
296	0.4083142853
297	0.4081636899
298	0.4080889404
299	0.4080158192
300	0.4073166015
301	0.4065135415
302	0.4063969069
303	0.4060084182
304	0.4059282671
305	0.405583712
306	0.4052041518
307	0.4046734854
308	0.4040516394
309	0.403956442
310	0.4038861919
311	0.4034103714
312	0.4029793011
313	0.4021407184
314	0.4017477708
315	0.4008802791
316	0.4000655102
317	0.39991457
318	0.399457521
319	0.3990827543
320	0.3987832706
321	0.3983538235
322	0.3980440364
323	0.3976286775
324	0.3975584893
325	0.397092643
326	0.3965868665
327	0.3965109951
328	0.3960660619
329	0.3959222511
330	0.3958547634
331	0.3953862149
332	0.3953098684
333	0.3946524236
334	0.3940037865
335	0.3935828882
336	0.3934440722
337	0.3929365736
338	0.3928710273
339	0.3924267133
340	0.3917828668
341	0.3912607443
342	0.3908192183
343	0.3900071794
344	0.3899425859
345	0.3894825006
346	0.3886989005
347	0.3881865939
348	0.3880812722
349	0.3879528928
350	0.3874933098
351	0.3870974847
352	0.3868569262
353	0.3864700406
354	0.3863751574
355	0.3859831234
356	0.3858671126
357	0.3854241283
358	0.3853559096
359	0.3847081562
360	0.384372145
361	0.3839100171
362	0.3835826665
363	0.3830606269
364	0.3824499387
365	0.3823817999
366	0.3818944716
367	0.3815629443
368	0.3814917634
369	0.3813944166
370	0.3807978415
371	0.3802989871
372	0.3798334937
373	0.3794656024
374	0.3789625962
375	0.378499196
376	0.3776905891
377	0.3776243441
378	0.3775125023
379	0.3774031663
380	0.3769340649
381	0.3765228676
382	0.3764579519
383	0.3758360239
384	0.3753744115
385	0.3747415888
386	0.3740924019
387	0.3740280197
388	0.373245209
389	0.3729559826
390	0.3726663705
391	0.3721310052
392	0.3718333939
393	0.3711665888
394	0.371070937
395	0.3707707519
396	0.3702216934
397	0.3701573957
398	0.3696593687
399	0.3690389694
400	0.3684267067
401	0.3681064031
402	0.36788342
403	0.3678201955
404	0.3677543974
405	0.367142266
406	0.3664509406
407	0.3662174162
408	0.3659050271
409	0.3656234793
410	0.3655626441
411	0.365502957
412	0.3650675624
413	0.3648323173
414	0.3644372158
415	0.3642412677
416	0.3641331842
417	0.364074398
418	0.3636322179
419	0.3629909696
420	0.3629331117
421	0.3628762519
422	0.3627740751
423	0.3627182105
424	0.3624308145
425	0.3623757539
426	0.3618881523
427	0.3618094948
428	0.3614325046
429	0.3611734117
430	0.3610730365
431	0.3607847656
432	0.3602325343
433	0.3595812222
434	0.3594884514
435	0.3590372624
436	0.3586446015
437	0.3585608222
438	0.3582996045
439	0.3582145903
440	0.3580084079
441	0.3579541078
442	0.3578720618
443	0.3578190642
444	0.3577668707
445	0.3574334017
446	0.3570627924
447	0.3566714597
448	0.3564004829
449	0.3558005803
450	0.3552891575
451	0.3548583789
452	0.354634207
453	0.3545818754
454	0.3541747687
455	0.3539051345
456	0.3535471943
457	0.3534952678
458	0.3530829061
459	0.3524522053
460	0.3519956227
461	0.3519441649
462	0.3518938018
463	0.3512972305
464	0.3508845129
465	0.350834929
466	0.3502942647
467	0.3499088962
468	0.349859919
469	0.3492662571
470	0.3491947887
471	0.3488216128
472	0.3484100987
473	0.3478475165
474	0.3475659534
475	0.3475063837
476	0.3474585067
477	0.3472268487
478	0.3467682364
479	0.3467212728
480	0.3464522971
481	0.3459267675
482	0.3458490336
483	0.3455359667
484	0.3452467601
485	0.3449067958
486	0.3448576994
487	0.3443569636
488	0.34397827
489	0.3436700335
490	0.3433302186
491	0.343252881
492	0.3428437737
493	0.3426117625
494	0.3422275398
495	0.3419304348
496	0.3418565759
497	0.3418107279
498	0.3412971129
499	0.3408615136
500	0.3407861701
501	0.3405015671
502	0.3404325007
503	0.3403874763
504	0.3400279277
505	0.3399837223
506	0.3399403361
507	0.3396780461
508	0.33933897
509	0.338945657
510	0.3385918398
511	0.3382268744
512	0.3379266145
513	0.33734621
514	0.3369390162
515	0.3368961856
516	0.3367752629
517	0.3367014397
518	0.3363770098
519	0.3363348463
520	0.3362935428
521	0.3359624522
522	0.3357164185
523	0.3356756328
524	0.3350453188
525	0.3347057128
526	0.3343111313
527	0.3340162663
528	0.3339507199
529	0.3339105004
530	0.3338710081
531	0.3335829343
532	0.3332075626
533	0.333137611
534	0.3328091045
535	0.3327699329
536	0.3324709109
537	0.3318879572
538	0.3316467856
539	0.3315808337
540	0.3315419281
541	0.3312815664
542	0.3306157206
543	0.3301750347
544	0.32987097
545	0.3296431568
546	0.3290847729
547	0.3286477441
548	0.3286089913
549	0.3283540462
550	0.3281339997
551	0.3277317666
552	0.3275284492
553	0.3274644857
554	0.3274027934
555	0.3268893971
556	0.3265669148
557	0.3261341204
558	0.3259475743
559	0.325908586
560	0.3258703882
561	0.3254685983
562	0.3251703602
563	0.3248885211
564	0.324798099
565	0.3247604535
566	0.3244086906
567	0.3241333225
568	0.3239382731
569	0.3239008986
570	0.3235971799
571	0.3235582613
572	0.3232589635
573	0.3231497593
574	0.3229600786
575	0.3227455285
576	0.3224549059
577	0.3221931976
578	0.3219781641
579	0.321772388
580	0.3216401482
581	0.321603489
582	0.3215673827
583	0.3213522826
584	0.3212909964
585	0.3210404863
586	0.3210047886
587	0.320542472
588	0.3203009611
589	0.3200948371
590	0.3200594683
591	0.3200246368
592	0.3197637569
593	0.3196896526
594	0.3195297197
595	0.3194622303
596	0.3191503712
597	0.3191156837
598	0.3187602819
599	0.3187259845
600	0.3185690678
601	0.3181153392
602	0.3176246919
603	0.317210928
604	0.3171766341
605	0.3169251203
606	0.3168778397
607	0.3166199473
608	0.3165860317
609	0.3164054095
610	0.3163354725
611	0.3160980022
612	0.316064546
613	0.3157718122
614	0.3156593539
615	0.3155881785
616	0.3155550618
617	0.3155224589
618	0.3154901747
619	0.3154562425
620	0.3150514537
621	0.314812846
622	0.3146378054
623	0.3143459661
624	0.3143142481
625	0.3141124097
626	0.3136898523
627	0.3133226222
628	0.3132719155
629	0.3132402745
630	0.3130659527
631	0.3127419197
632	0.3126957944
633	0.3123726319
634	0.3120350884
635	0.3115721648
636	0.3114999778
637	0.3113183464
638	0.3111410081
639	0.3107260919
640	0.31043298
641	0.3103375992
642	0.3103061783
643	0.3101619928
644	0.3100871388
645	0.310057475
646	0.3096438257
647	0.309558774
648	0.3095281923
649	0.3093797794
650	0.3091302773
651	0.3090869973
652	0.3089171101
653	0.3088849483
654	0.3088247117
655	0.3086372425
656	0.3081893896
657	0.3078515794
658	0.3076912794
659	0.3076261297
660	0.3075942704
661	0.3075646975
662	0.3074283578
663	0.3070739874
664	0.3070261258
665	0.3069981885
666	0.3067589449
667	0.3063683785
668	0.3060817643
669	0.3060539605
670	0.3056427451
671	0.3054839876
672	0.3054389559
673	0.3052714081
674	0.3048418686
675	0.3046089483
676	0.3045629789
677	0.3044767553
678	0.3041876929
679	0.3039671099
680	0.3038823809
681	0.3038536263
682	0.3036869142
683	0.3036027255
684	0.3035743754
685	0.3035451511
686	0.3035175017
687	0.3032958661
688	0.3029369724
689	0.3029097234
690	0.3028071128
691	0.3027801625
692	0.302242954
693	0.3022162549
694	0.302190845
695	0.302135427
696	0.3017808102
697	0.3013828744
698	0.3013575252
699	0.30119107
700	0.3011516566
701	0.3011236731
702	0.3008799612
703	0.3004883083
704	0.3002939798
705	0.3002520242
706	0.2999571679
707	0.2997943741
708	0.2996961705
709	0.2996687257
710	0.2994813797
711	0.2994566713
712	0.2992533567
713	0.299186986
714	0.2990070637
715	0.2986661281
716	0.2985355296
717	0.2985083617
718	0.2982881725
719	0.2981020359
720	0.2979039443
721	0.2977849974
722	0.2977476818
723	0.2975864867
724	0.2972473916
725	0.297208746
726	0.2968818464
727	0.2968426284
728	0.2967210503
729	0.2964889149
730	0.296463608
731	0.2959398497
732	0.2956380599
733	0.2956007849
734	0.2954577092
735	0.2954327432
736	0.2952663856
737	0.2951207446
738	0.2947584524
739	0.2945334763
740	0.2942972376
741	0.2941528421
742	0.2941278832
743	0.2939213168
744	0.2937695711
745	0.2936514438
746	0.293381957
747	0.2933572313
748	0.2932428411
749	0.2932184931
750	0.2929476859
751	0.2927825765
752	0.2927384569
753	0.2927012382
754	0.2926771482
755	0.2926533945
756	0.2923707945
757	0.2918840542
758	0.2918605283
759	0.2915754176
760	0.2913310199
761	0.2911755115
762	0.2907962368
763	0.2904750861
764	0.2902134144
765	0.2901794314
766	0.2901468539
767	0.2897941717
768	0.2897707794
769	0.2897468245
770	0.2892100567
771	0.2891096728
772	0.2886875834
773	0.2885449058
774	0.288393444
775	0.288370337
776	0.28821909
777	0.2881853445
778	0.2880209374
779	0.2879992009
780	0.2879768955
781	0.2876326353
782	0.2876114872
783	0.2874539009
784	0.2874262215
785	0.2871324036
786	0.2868725761
787	0.2866803378
788	0.2866381298
789	0.2864559041
790	0.2864339323
791	0.2863589128
792	0.2861482451
793	0.286126478
794	0.2860956678
795	0.2856116442
796	0.2855901881
797	0.2854980587
798	0.2853548415
799	0.2850978043
800	0.284807197
801	0.2845919298
802	0.2844339566
803	0.2841329835
804	0.2840142954
805	0.2839936582
806	0.2837746246
807	0.2835352608
808	0.2833999283
809	0.2832677679
810	0.2832072486
811	0.2831860341
812	0.282984537
813	0.2829643503
814	0.2827243933
815	0.2824448679
816	0.282424815
817	0.2823027187
818	0.2822720565
819	0.282126506
820	0.2820811668
821	0.2819589267
822	0.2819382365
823	0.2815223667
824	0.2815026456
825	0.2811498155
826	0.2811162932
827	0.2809626405
828	0.2807788394
829	0.2807306157
830	0.2807103071
831	0.2804810705
832	0.2804618095
833	0.2800975781
834	0.2799638585
835	0.279893775
836	0.2795411543
837	0.2795213238
838	0.2793717369
839	0.2791847407
840	0.2791651507
841	0.2787782511
842	0.2785606631
843	0.2785412184
844	0.2781934262
845	0.2779937486
846	0.2777408473
847	0.2777130949
848	0.2776929404
849	0.2775034617
850	0.2773716226
851	0.2770956429
852	0.2770137466
853	0.276947783
854	0.2767292125
855	0.2767086114
856	0.276651219
857	0.2764444617
858	0.2762128098
859	0.2760434064
860	0.2758566109
861	0.275838221
862	0.2756673507
863	0.2753413372
864	0.2753223178
865	0.2750012176
866	0.2748262954
867	0.2746123616
868	0.2744780364
869	0.2742147588
870	0.2741966674
871	0.2741440716
872	0.2741253419
873	0.2737501745
874	0.2736043339
875	0.2733510646
876	0.2733315105
877	0.2733129673
878	0.2732826962
879	0.2732644033
880	0.2730242111
881	0.2729987731
882	0.2728325641
883	0.2726835041
884	0.2724174263
885	0.2723926044
886	0.272190869
887	0.2721726965
888	0.2719567274
889	0.2716011401
890	0.2714787337
891	0.2714605279
892	0.271443341
893	0.2714249191
894	0.2714074158
895	0.2713012037
896	0.2712839023
897	0.2711399281
898	0.2709313546
899	0.2709142265
900	0.270607018
901	0.2704230514
902	0.2702781912
903	0.2702061755
904	0.2699797157
905	0.2697104639
906	0.2695117771
907	0.2690836294
908	0.2688844886
909	0.2684418485
910	0.2683503169
911	0.2679765259
912	0.2679598758
913	0.2678959514
914	0.2677386404
915	0.2675292193
916	0.2675108753
917	0.2672381073
918	0.2670356124
919	0.2670181007
920	0.2668440234
921	0.2668092644
922	0.2666466909
923	0.2664322458
924	0.2663560969
925	0.2662437455
926	0.2661698727
927	0.2658016909
928	0.2656041957
929	0.2653524801
930	0.2653271001
931	0.2653100872
932	0.2652827086
933	0.2652660149
934	0.2652495866
935	0.264776883
936	0.264755555
937	0.2645413867
938	0.2645251524
939	0.264230746
940	0.2642103157
941	0.2641944735
942	0.2641783133
943	0.2640582001
944	0.2637928019
945	0.2635237454
946	0.2634101612
947	0.2633461751
948	0.2632043674
949	0.2631080753
950	0.2629921201
951	0.2627115563
952	0.2626797399
953	0.2625284641
954	0.2625134283
955	0.2621687407
956	0.2619023014
957	0.2616453503
958	0.2615103125
959	0.2614954661
960	0.2614791651
961	0.2611365484
962	0.2611116445
963	0.2610972164
964	0.2610813052
965	0.2609232103
966	0.2609074874
967	0.2606733722
968	0.260529885
969	0.2601539262
970	0.2601363252
971	0.259887631
972	0.2597837242
973	0.2597212248
974	0.2597070481
975	0.2595177795
976	0.259341809
977	0.2591563412
978	0.2591067267
979	0.2589697704
980	0.2587571829
981	0.2587262935
982	0.2585320963
983	0.2585028542
984	0.2580991051
985	0.258062799
986	0.2579507772
987	0.257934924
988	0.2577845385
989	0.2576329033
990	0.2576153393
991	0.2574319181
992	0.2574129411
993	0.2570868301
994	0.2570721619
995	0.2566628562
996	0.2564475834
997	0.2563463764
998	0.2562192858
999	0.2561325531
